X,Y,OBJECTID,Fuel_Type_Code,Station_Name,Street_Address,Intersection_Directions,City,State,ZIP,Station_Phone,Expected_Date,Groups_With_Access_Code,Access_Days_Time,Cards_Accepted,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV_Network,EV_Network_Web,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Federal_Agency_Name,Open_Date,EV_Connector_Types,Access_Code,Access_Detail_Code,Facility_Type,EV_Pricing,EV_On_Site_Renewable_Source
-76.905332,39.40964,1267,ELEC,BGE-S Carroll Sr CC,5928 Mineral Hill Rd,,Eldersburg,MD,21784,855-900-7584,,Public,24 hours daily,,,4,2,Greenlots,http://greenlots.com/,39.40964,-76.905332,2022/08/18 00:00:00+00,205131,2022/08/18 01:40:18,,,CHADEMO J1772 J1772COMBO,public,,,,
-79.40897,39.664072,1268,ELEC,POTOMAC EDISON FRIENDSVILLEDC2,277 Maple St,,Friendsville,MD,21531,888-758-4389,,Public,24 hours daily,,,,1,ChargePoint Network,http://www.chargepoint.com/,39.664072,-79.40897,2022/08/18 00:00:00+00,205309,2022/08/18 01:30:57,,,CHADEMO J1772COMBO,public,,,,
-79.40894,39.663781,1269,ELEC,POTOMAC EDISON FRIENDSVILLEDC1,277 Maple St,,Friendsville,MD,21531,888-758-4389,,Public,24 hours daily,,,,1,ChargePoint Network,http://www.chargepoint.com/,39.663781,-79.40894,2022/08/18 00:00:00+00,205310,2022/08/18 01:30:57,,,CHADEMO J1772COMBO,public,,,,
-76.823616,39.101658,1270,ELEC,HYUNDAI STATION STATION 2,3514 Laurel Fort Meade Rd,,Laurel,MD,20724,888-758-4389,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,39.101658,-76.823616,2022/08/18 00:00:00+00,205608,2022/08/18 01:30:16,,,J1772,public,,,,
-77.127189,39.0501622,1271,ELEC,Kaiser - Maryland Regional Office,2101 East Jefferson Street,,Rockville,MD,20852,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,39.0501622,-77.127189,2022/08/18 00:00:00+00,205686,2022/08/18 00:33:12,,,J1772,public,,,$1.35/Hr Parking Fee,
-76.67952,39.160448,1272,ELEC,BGE - SHA Hanover,7491 Connelley Drive,,Hanover,MD,21076,855-900-7584,,Public,24 hours daily,,,6,1,Greenlots,http://greenlots.com/,39.160448,-76.67952,2022/08/18 00:00:00+00,205719,2022/08/18 01:40:22,,,CHADEMO J1772 J1772COMBO,public,,,,
-76.6245079999999,39.30314,1273,ELEC,BGE - State Center,1030 Mason St,,Baltimore,MD,21201,855-900-7584,,Public,24 hours daily,,,8,,Greenlots,http://greenlots.com/,39.30314,-76.624508,2022/08/18 00:00:00+00,205720,2022/08/18 01:40:23,,,J1772,public,,,,
-75.5976209999999,38.345268,1274,ELEC,DPL - Salisbury University Maintenance Building,1123 S Division St,,Salisbury,MD,21804,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.345268,-75.597621,2022/08/18 00:00:00+00,205881,2022/08/18 01:40:11,,,J1772,public,,,,
-76.4646,38.3317700000001,1275,ELEC,SMECO - Calvert Marine Museum,14200 Solomons Island Rd. S.,,Solomons,MD,20688,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.33177,-76.4646,2022/08/18 00:00:00+00,205884,2022/08/18 01:40:21,,,J1772,public,,,,
-76.9048349999999,39.0080580000001,1276,ELEC,Pepco - Springhill Recreationa,6101 Cherrywood Lane,,Greenbelt,MD,20770,855-900-7584,,Public,24 hours daily,,,1,,Greenlots,http://greenlots.com/,39.008058,-76.904835,2022/08/18 00:00:00+00,205961,2022/08/18 01:39:54,,,J1772,public,,,,
-76.846754,38.9155170000001,1277,ELEC,Pepco - County Department of Housing,9200 Basil Ct,,Upper Marlboro,MD,20774,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,38.915517,-76.846754,2022/08/18 00:00:00+00,205962,2022/08/18 01:40:17,,,J1772,public,,,,
-76.5818399999999,38.53925,1278,ELEC,SMECO - Calvert Courthouse Annex,176 Main St,,Prince Frederick,MD,20678,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.53925,-76.58184,2022/08/18 00:00:00+00,205963,2022/08/18 01:40:18,,,J1772,public,,,,
-77.1229774,39.0595955000001,1279,ELEC,1801 Rockville Pike,1801 Rockville Pike,,Rockville,MD,20852,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,39.0595955,-77.1229774,2022/08/18 00:00:00+00,206010,2022/08/18 00:33:12,,,J1772,public,,,$1.50/Hr Parking Fee,
-76.8764849999999,39.1751001000001,1280,ELEC,33000,7160 Riverwood Drive,,Columbia,MD,21046,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,39.1751001,-76.876485,2022/08/18 00:00:00+00,206056,2022/08/18 00:33:12,,,J1772,public,,,$0.20/kWh Energy Fee,
-77.149153,39.084593,1281,ELEC,ANSEL RTC PHASE II#4,33 Monroe St,,Rockville,MD,20850,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.084593,-77.149153,2022/08/18 00:00:00+00,206099,2022/08/18 01:30:09,,,J1772,public,,,,
-77.149169,39.08462,1282,ELEC,ANSEL RTC PHASE II 3,33 Monroe St,,Rockville,MD,20850,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.08462,-77.149169,2022/08/18 00:00:00+00,206100,2022/08/18 01:30:15,,,J1772,public,,,,
-76.807021,39.2750100000001,1283,ELEC,HOWARD COUNTY GHB CENTRAL,3430 Court House Drive,,Ellicott City,MD,21043,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.27501,-76.807021,2022/08/18 00:00:00+00,206141,2022/08/18 01:23:19,,,J1772,public,,,,
-75.836022,38.888161,1284,ELEC,DPL - Crouse Park Visitor and Heritage Center,3 Crouse Park Ln,,Denton,MD,21629,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.888161,-75.836022,2022/08/18 00:00:00+00,206171,2022/08/18 01:40:12,,,J1772,public,,,,
-76.286402,39.558798,1285,ELEC,BGE - HCC C Lot,401 Thomas Run Rd,,Bel Air,MD,21015,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,39.558798,-76.286402,2022/08/18 00:00:00+00,206172,2022/08/18 01:40:23,,,J1772,public,,,,
-76.3537459999999,39.5686670000001,1286,ELEC,Wawa - Tesla Supercharger,601 Hoagie Dr,,Bel Air,MD,21014,877-798-3752,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,8,Tesla,https://www.tesla.com/supercharger,39.568667,-76.353746,2022/03/07 00:00:00+00,206276,2022/03/07 19:49:53,,,TESLA,public,CREDIT_CARD_ALWAYS,GAS_STATION,,
-76.67123,39.2986690000001,1287,ELEC,BGE - Leon Day Park,1200 N Franklintown Rd,,Baltimore,MD,21216,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,39.298669,-76.67123,2022/08/18 00:00:00+00,206392,2022/08/18 01:40:23,,,J1772,public,,,,
-77.054248,39.038103,1288,ELEC,"Westfield Wheaton (Siver Spring, MD)",11160 Veirs Mill Rd,,Silver Spring,MD,20902,833-632-2778,,Public,24 hours daily,,,,6,Electrify America,https://www.electrifyamerica.com/,39.038103,-77.054248,2022/08/18 00:00:00+00,206526,2022/08/18 01:43:04,,,CHADEMO J1772COMBO,public,,,,
-76.0576538619999,39.6972275100001,1289,ELEC,Rising Sun Town Centre,24 Rising Sun Town Ctr,,Rising Sun,MD,21911,888-264-2208,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,Volta,https://voltacharging.com/,39.6972275104701,-76.0576538619914,2022/03/07 00:00:00+00,206619,2022/03/07 19:49:53,,,J1772,public,CREDIT_CARD_ALWAYS,GROCERY,,
-76.4378599999999,38.3806000000001,1290,ELEC,SMECO - Southern Community Center,20 Appeal Ln,,Lusby,MD,20657,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.3806,-76.43786,2022/08/18 00:00:00+00,206753,2022/08/18 01:40:17,,,J1772,public,,,,
-77.1682259999999,38.6010200000001,1291,ELEC,SMECO - Indian Head Pavilion,4200 Indian Head Hwy,,Indian Head,MD,20640,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.60102,-77.168226,2022/08/18 00:00:00+00,206926,2022/08/18 01:40:20,,,J1772,public,,,,
-77.7594061,39.6327747,1292,ELEC,Valley Park Commons,1580 Wesel Blvd,,Hagerstown,MD,21740,877-455-3833,,Public,24 hours daily,,,,6,eVgo Network,https://www.evgo.com/,39.6327747,-77.7594061,2022/08/18 00:00:00+00,206981,2022/08/18 01:37:55,,,CHADEMO J1772COMBO,public,,,,
-76.286209,39.5594970000001,1293,ELEC,BGE - HCC J Lot,401 Thomas Run Rd,,Bel Air,MD,21015,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,39.559497,-76.286209,2022/08/18 00:00:00+00,206986,2022/08/18 01:40:24,,,J1772,public,,,,
-77.0092299999999,38.7949380000001,1294,ELEC,MGM RESORTS INT NAT HARBOR L2S1,101 MGM National Ave,,Oxon Hill,MD,20745,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,38.794938,-77.00923,2022/08/18 00:00:00+00,207072,2022/08/18 00:52:28,,,J1772,public,,,,
-76.408971,39.0202190000001,1295,ELEC,BGE - Sandy Point,1100 E College Pkwy,,Annapolis,MD,21409,855-900-7584,,Public,24 hours daily,,,6,,Greenlots,http://greenlots.com/,39.020219,-76.408971,2022/08/18 00:00:00+00,207471,2022/08/18 01:40:20,,,J1772,public,,,,
-76.9952743489999,38.8005148030001,1296,ELEC,Topgolf - National Harbor,6400 Clipper Way,,Oxon Hill,MD,20745,888-264-2208,,Public - Credit card at all times,6am-12am daily,A D Debit M V,,2,,Volta,https://voltacharging.com/,38.8005148026857,-76.9952743493129,2022/04/06 00:00:00+00,207553,2022/04/06 14:08:04,,,J1772,public,CREDIT_CARD_ALWAYS,OTHER_ENTERTAINMENT,,
-76.462212,39.37485,1297,ELEC,IKEA USA BALTIMORE-DC 2,8352 Honeygo Blvd,,Nottingham,MD,21236,888-758-4389,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,39.37485,-76.462212,2022/08/18 00:00:00+00,207801,2022/08/18 01:32:18,,,J1772,public,,,,
-76.462194,39.374872,1298,ELEC,IKEA USA BALTIMORE-DC 4,8352 Honeygo Blvd,,Nottingham,MD,21236,888-758-4389,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,39.374872,-76.462194,2022/08/18 00:00:00+00,207802,2022/08/18 01:32:18,,,J1772,public,,,,
-77.2093409999999,39.01887,1299,ELEC,"BOA MDW-215 (Potomac, MD)",10000 Falls Road,,Rockville,MD,20854,833-632-2778,,Public,24 hours daily,,,,4,Electrify America,https://www.electrifyamerica.com/,39.01887,-77.209341,2022/08/18 00:00:00+00,207960,2022/08/18 01:43:26,,,J1772COMBO,public,,,,
-76.9553880999999,39.0562931000001,1300,ELEC,Kaiser - Silver Springs Medical Center,12201 Plum Orchard Drive,,Silver Spring,MD,20904,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,4,,SemaCharge Network,https://semaconnect.com/,39.0562931,-76.9553881,2022/08/18 00:00:00+00,211637,2022/08/18 00:33:12,,,J1772,public,,,$1.35/Hr Parking Fee,
-75.827305,39.6082890000001,1301,ELEC,DPL - Elkton District Court,143-199 Howard ST,,Elkton,MD,21291,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,39.608289,-75.827305,2022/08/18 00:00:00+00,211700,2022/08/18 01:40:25,,,J1772,public,,,,
-76.284213,39.558798,1302,ELEC,BGE - HCC T Lot,401 Thomas Run Rd,,Bel Air,MD,21015,855-900-7584,,Public,24 hours daily,,,6,,Greenlots,http://greenlots.com/,39.558798,-76.284213,2022/08/18 00:00:00+00,211701,2022/08/18 01:40:25,,,J1772,public,,,,
-76.4628979999999,39.3753140000001,1303,ELEC,IKEA USA BALTIMORE-DC 3,8352 Honeygo Blvd,,Nottingham,MD,21236,888-758-4389,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,39.375314,-76.462898,2022/08/18 00:00:00+00,211707,2022/08/18 01:32:22,,,J1772,public,,,,
-77.3465199999999,39.3272710000001,1304,ELEC,Royal Farms - Tesla Supercharger,9180 Fingerboard Rd,,Urbana,MD,21704,877-798-3752,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,8,Tesla,https://www.tesla.com/supercharger,39.327271,-77.34652,2022/04/06 00:00:00+00,211904,2022/04/06 14:08:04,,,TESLA,public,CREDIT_CARD_ALWAYS,GAS_STATION,,
-75.5657899999999,38.4207720000001,1305,ELEC,Wawa - Tesla Supercharger,2740 Ocean Hwy,,Salisbury,MD,21801,877-798-3752,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,8,Tesla,https://www.tesla.com/supercharger,38.420772,-75.56579,2022/04/06 00:00:00+00,211907,2022/04/06 14:08:04,,,TESLA,public,CREDIT_CARD_ALWAYS,GAS_STATION,,
-77.154885,39.3688520000001,1306,ELEC,POTOMAC EDISON MT AIRY LIBRARY,705 Ridge Ave,,Mount Airy,MD,21771,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.368852,-77.154885,2022/08/18 00:00:00+00,212230,2022/08/18 01:33:07,,,J1772,public,,,,
-76.8988477,39.1495173000001,1307,ELEC,The Vine,10945 Price Manor Way,,Laurel,MD,20723,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,6,,SemaCharge Network,https://semaconnect.com/,39.1495173,-76.8988477,2022/08/18 00:00:00+00,212593,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-76.70764,38.9565170000001,1308,ELEC,No Contacts Offline,4961 Tesla Drive,"This Location will be populated by Stations who are NOT reporting to the platform and to which we currently have no contacts for. These stations should have their communications shut off by July 1, 2019.",Bowie,MD,20715,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,38.956517,-76.70764,2022/08/18 00:00:00+00,212680,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-76.969166,39.058008,1309,ELEC,RFF PROPERTIES RFF GW 1,12301 Old Columbia Pike,,Silver Spring,MD,20904,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.058008,-76.969166,2022/08/18 00:00:00+00,212712,2022/08/18 01:31:15,,,J1772,public,,,,
-76.871972924,39.073341156,1310,ELEC,7-Eleven,13350 Baltimore Ave,,Laurel,MD,20707,240-302-6266,,Public - Credit card at all times,24 hours daily,A D Debit M V,,1,,Non-Networked,,39.0733411558374,-76.8719729244967,2022/04/06 00:00:00+00,212736,2022/04/06 14:08:04,,,J1772,public,CREDIT_CARD_ALWAYS,GAS_STATION,,
-76.998756,38.744429,1311,ELEC,Pepco - Harmony Hall Regional Center,10701 Livingston Rd,,Fort Washington,MD,20744,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,38.744429,-76.998756,2022/08/18 00:00:00+00,212928,2022/08/18 01:40:26,,,J1772,public,,,,
-76.980958,38.993976,1312,ELEC,Pepco - Langley Park Community Center,8201 15th Ave Dr,,Hyattsville,MD,20783,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.993976,-76.980958,2022/08/18 00:00:00+00,212929,2022/08/18 01:40:26,,,J1772,public,,,,
-76.9288349999999,39.020676,1313,ELEC,IKEA USA COLLEGE PARK 5,10100 Baltimore Ave,,College Park,MD,20740,888-758-4389,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,39.020676,-76.928835,2022/08/18 00:00:00+00,213012,2022/08/18 01:32:48,,,J1772,public,,,,
-76.928186,39.021242,1314,ELEC,IKEA USA COLLEGE PARK 1,10100 Baltimore Ave,,College Park,MD,20740,888-758-4389,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,39.021242,-76.928186,2022/08/18 00:00:00+00,213013,2022/08/18 01:32:48,,,J1772,public,,,,
-76.954247,38.969093,1315,ELEC,"PREIT Mall at Prince George's (Hyattsville, MD)",3500 East-West Hwy,,Hyattsville,MD,20782,833-632-2778,,Public,24 hours daily,,,,4,Electrify America,https://www.electrifyamerica.com/,38.969093,-76.954247,2022/08/18 00:00:00+00,213028,2022/08/18 01:43:16,,,CHADEMO J1772COMBO,public,,,,
-76.9281339999999,39.020366,1316,ELEC,IKEA USA COLLEGE PARK 4,10100 IKEA Way,,College Park,MD,20740,888-758-4389,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,39.020366,-76.928134,2022/08/18 00:00:00+00,213049,2022/08/18 01:32:24,,,J1772,public,,,,
-77.26931,39.2458980000001,1317,ELEC,Clarksburg Condominium II,12824 Clarksburg Square Rd,,Clarksburg,MD,20871,631-988-7117,,Public,"24 hours daily; JuicePass Enterprise App Required",,,6,,Non-Networked,,39.245898,-77.26931,2022/04/06 00:00:00+00,213117,2022/04/06 14:08:04,,,J1772,public,,MULTI_UNIT_DWELLING,$.30 per kWh,
-77.4077,39.3867000000001,1318,ELEC,Sheetz - Tesla Supercharger,5601 Buckeystown Pike,,Frederick,MD,21704,877-798-3752,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,7,Tesla,https://www.tesla.com/supercharger,39.3867,-77.4077,2022/04/06 00:00:00+00,213146,2022/04/06 14:08:04,,,TESLA,public,CREDIT_CARD_ALWAYS,GAS_STATION,,
-77.0237499999999,38.9948600000001,1319,ELEC,CENTRAL CENTRAL 3,8455 Fenton St,,Silver Spring,MD,20910,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,38.99486,-77.02375,2022/08/18 00:00:00+00,213184,2022/08/18 01:14:26,,,J1772,public,,,,
-76.873533,38.7737010000001,1320,ELEC,Pepco - Tanglewood Park,8339 Woodyard Rd,,Clinton,MD,20735,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.773701,-76.873533,2022/08/18 00:00:00+00,213205,2022/08/18 01:40:25,,,J1772,public,,,,
-76.83066,38.9059770000001,1321,ELEC,Pepco - Lake Arbor Community Center,10100 Lake Arbor Way,,Mitchellville,MD,20721,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,38.905977,-76.83066,2022/08/18 00:00:00+00,213206,2022/08/18 01:40:26,,,J1772,public,,,,
-76.5727199999999,38.5525500000001,1322,ELEC,SMECO - Calvert Board of Ed,1305 Dares Beach Rd,,Prince Frederick,MD,20678,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.55255,-76.57272,2022/08/18 00:00:00+00,213207,2022/08/18 01:40:26,,,J1772,public,,,,
-77.117535,39.062886,1323,ELEC,The Alaire,5750 Fishers Lane,"Chargers are in a public parking garage 
behind the Allaire at the end of the 
west side of Fisher Ln.
",Rockville,MD,20852,888-998-2546,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,Blink Network,http://www.blinkcharging.com/,39.062886,-77.117535,2022/08/17 00:00:00+00,213315,2022/08/17 22:55:12,,,J1772,public,,,Level 2: $0.55 per kWh,
-76.70764,38.9565170000001,1324,ELEC,Main Location,4961 Tesla Dr Ste A,,Bowie,MD,20715,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,38.956517,-76.70764,2022/08/18 00:00:00+00,213316,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-76.4977,38.9801560000001,1325,ELEC,BGE-89 Northwest St,89 Northwest St,,Annapolis,MD,21401,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,38.980156,-76.4977,2022/08/18 00:00:00+00,213440,2022/08/18 01:40:27,,,J1772,public,,,,
-75.84388,39.6125000000001,1326,ELEC,TMC STATION 1,950 elkton Blvd,,Elkton,MD,21921,888-758-4389,,Public,"Mon 12:15am - 12:00am; Tue 12:15am - 12:00am; Wed 12:15am - 12:00am; Thu 12:15am - 12:00am; Fri 12:15am - 12:00am; Sat 12:15am - 12:00am; Sun 12:15am - 12:00am",,,2,,ChargePoint Network,http://www.chargepoint.com/,39.6125,-75.84388,2022/08/18 00:00:00+00,213458,2022/08/18 01:15:38,,,J1772,public,,,,
-77.2195459,39.1444550000001,1327,ELEC,Firstfield Shopping Center,505 Quince Orchard Rd,,Gaithersburg,MD,20878,888-998-2546,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,Blink Network,http://www.blinkcharging.com/,39.144455,-77.2195459,2022/08/17 00:00:00+00,213578,2022/08/17 22:55:12,,,J1772,public,,,Level 2: $0.55 per kWh,
-76.6062879999999,38.5354740000001,1328,ELEC,SMECO - CSM Prince Frederick,115 JW Williams Rd,,Prince Frederick,MD,20678,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.535474,-76.606288,2022/08/18 00:00:00+00,213604,2022/08/18 01:40:27,,,J1772,public,,,,
-77.025393,38.99521,1329,ELEC,MCDOT-PARKING GARAGE 60,921 Wayne Ave,,Silver Spring,MD,20910,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,38.99521,-77.025393,2022/08/18 00:00:00+00,213674,2022/08/18 00:51:02,,,J1772,public,,,,
-76.9501779999999,38.9703210000001,1330,ELEC,Pepco - PG Plaza Community Cen,6600 Adelphi Rd,,Hyattsville,MD,20782,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.970321,-76.950178,2022/08/18 00:00:00+00,213909,2022/08/18 01:40:27,,,J1772,public,,,,
-76.968021,38.822073,1331,ELEC,Pepco - North Barnaby Splash Park,5000 Wheeler Rd,,Marlow Heights,MD,20748,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,38.822073,-76.968021,2022/08/18 00:00:00+00,213910,2022/08/18 01:40:28,,,J1772,public,,,,
-76.8411465789999,39.095717994,1332,ELEC,Laurel Plaza - Tesla Supercharger,9600 Fort Meade Rd,,Laurel,MD,20707,877-798-3752,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,8,Tesla,https://www.tesla.com/supercharger,39.0957179937746,-76.8411465785192,2022/05/05 00:00:00+00,214077,2022/05/05 20:22:04,,,TESLA,public,CREDIT_CARD_ALWAYS,GAS_STATION,,
-76.894637,38.92429,1333,ELEC,Pepco - Kentland Community Ctr,2413 Pinebrook Ave,,Hyattsville,MD,20785,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,38.92429,-76.894637,2022/08/18 00:00:00+00,214141,2022/08/18 01:40:26,,,J1772,public,,,,
-76.883494,38.898193,1334,ELEC,Pepco - Peppermill Village CC,610 Hill Rd.,,Hyattsville,MD,20785,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,38.898193,-76.883494,2022/08/18 00:00:00+00,214142,2022/08/18 01:40:27,,,J1772,public,,,,
-75.6016499999999,38.3441500000001,1335,ELEC,DPL - Salisbury University Parking Garage,1304 Wayne Street,,Salisbury,MD,21804,855-900-7584,,Public,24 hours daily,,,3,,Greenlots,http://greenlots.com/,38.34415,-75.60165,2022/08/18 00:00:00+00,214223,2022/08/18 01:40:28,,,J1772,public,,,,
-76.7075866,38.9564819,1336,ELEC,SemaConnect US R&D,4961 Tesla Drive,,Bowie,MD,20715,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,4,,SemaCharge Network,https://semaconnect.com/,38.9564819,-76.7075866,2022/08/18 00:00:00+00,214229,2022/08/18 00:33:12,,,J1772,public,,,"$0.00-$4.00/Hr Variable Parking Fee, $0.00-$1.00/kWh Variable Energy Fee",
-76.8233729999999,39.276107,1337,ELEC,Miller Brothers Cadillac,9035 Baltimore National Pike,,Ellicott City,MD,21042,888-998-2546,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,Blink Network,http://www.blinkcharging.com/,39.276107,-76.823373,2022/08/17 00:00:00+00,214235,2022/08/17 22:55:12,,,J1772,public,,,Level 2: $0.55 per kWh,
-76.949407,38.968936,1338,ELEC,PGCMLS HY LIBRARY 2,6530 Adelphi Rd,,Hyattsville,MD,20782,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,38.968936,-76.949407,2022/08/18 00:00:00+00,214263,2022/08/18 01:32:47,,,J1772,public,,,,
-76.949506,38.968888,1339,ELEC,PGCMLS HY LIBRARY 3,6530 Adelphi Rd,,Hyattsville,MD,20782,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,38.968888,-76.949506,2022/08/18 00:00:00+00,214264,2022/08/18 01:32:47,,,J1772,public,,,,
-76.9494099999999,38.968888,1340,ELEC,PGCMLS HY LIBRARY 1,6530 Adelphi Rd,,Hyattsville,MD,20782,888-758-4389,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,38.968888,-76.94941,2022/08/18 00:00:00+00,214265,2022/08/18 01:32:47,,,J1772,public,,,,
-76.8181249,39.1909386,1341,ELEC,Lakeside Retail / Office Center,8865 Stanford Blvd,Charging Stations are located in parking lot on office side of Lakeside Center along Stanford Blvd,Columbia,MD,21045,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,4,,SemaCharge Network,https://semaconnect.com/,39.1909386,-76.8181249,2022/08/18 00:00:00+00,214289,2022/08/18 00:33:12,,,J1772,public,,,"$1.00/Hr Parking Fee , $0.10/kWh Energy Fee",
-76.8681774,38.8430792,1342,ELEC,PGC FOM,3415 North Forest Edge Road,,District Heights,MD,20747,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,4,,SemaCharge Network,https://semaconnect.com/,38.8430792,-76.8681774,2022/08/18 00:00:00+00,214290,2022/08/18 00:33:12,,,J1772,public,,,$0.00-$1.00/Hr Variable Parking Fee,
-75.83129,38.882931,1343,ELEC,DPL - John Hargreaves District,207 S 3rd St,,Denton,MD,21629,855-900-7584,,Public,24 hours daily,,,6,,Greenlots,http://greenlots.com/,38.882931,-75.83129,2022/08/18 00:00:00+00,214321,2022/08/18 01:40:26,,,J1772,public,,,,
